"Harapan_Lama_Sekolah","Pengeluaran_Perkapita","Rerata_Lama_Sekolah","Usia_Harapan_Hidup","IPM"
"12:47","10194","9:01","67:06:00","Normal"
"13:02","9100","0.38125","66.98","Normal"
"0.56875","11553","0.38472222222222","68.64","High"
"0.55694444444444","11957","8:36","69:37:00","High"
"0.55416666666667","6245","6:25","69:29:00","Normal"
"0.54930555555556","6009","6:14","68.82","Normal"
"13:15","11656","10:18","68.77","High"
"12:49","11383","9:26","63:02:00","Normal"
"14:21","12571","11:15","73:33:00","High"
"0.54930555555556","12895","10:28","70.76","High"
"0.63402777777778","15033","11:38","72.98","Very-High"
"0.58402777777778","11260","0.47013888888889","72:25:00","High"
"14:53","11181","10:07","69:15:00","High"
"0.59236111111111","8058","8:58","71:02:00","Normal"
"14:01","10925","0.39722222222222","69:31:00","High"
"0.55277777777778","6429","7:08","64.68","Normal"
"13:31","9444","8:25","70.73","High"
"13:03","10309","0.35069444444444","68:34:00","Normal"
"12:36","10395","8:01","66:02:00","Normal"
"14:32","10709","8:45","69.73","High"
"0.58472222222222","11158","0.35138888888889","68:58:00","High"
"0.60138888888889","9780","0.39236111111111","72:17:00","High"
"13:28","9842","0.35972222222222","69:07:00","Normal"
"0.55486111111111","8599","0.35138888888889","67:18:00","Normal"
"12:07","10505","8:16","67:58:00","Normal"
"12:42","11431","8:46","71:01:00","High"
"13:04","9180","8:06","67.67","Normal"
"16:51","14728","11:34","73:57:00","Very-High"
"14:31","12337","11:02","73:45:00","High"
"13:16","10238","0.44236111111111","69.87","High"
"15:05","11013","11:45","72.77","High"
"0.65","13586","11:32","74:22:00","Very-High"
"14:25","13464","0.46666666666667","73.61","High"
"14:53","12958","10:37","70:15:00","High"
"13:14","11255","9:03","71:48:00","High"
"13:32","10820","8:58","68:44:00","High"
"12:35","10738","8:17","70:02:00","High"
"11:09","10382","7:22","67.66","Normal"
"12:17","12149","8:49","71:03:00","High"
"0.55208333333333","12347","0.42013888888889","71:03:00","High"
"13:45","11232","9:25","70.64","High"
"0.55763888888889","9979","8:38","69.89","Normal"
"0.55972222222222","11753","9:41","71:11:00","High"
"0.54652777777778","9672","8:24","70:17:00","Normal"
"0.55625","8358","7:51","67:53:00","Normal"
"15:37","15206","11:43","72:22:00","Very-High"
"13:01","12453","0.43402777777778","70.82","High"
"0.56458333333333","10592","8:45","71:06:00","High"
"0.60138888888889","10198","8:21","69.82","High"
"0.52638888888889","10312","0.33888888888889","71:18:00","Normal"
"12:26","11679","0.34444444444444","69:09:00","Normal"
"0.56319444444444","10038","0.35069444444444","70:44:00","Normal"
"0.55694444444444","8697","8:33","71:18:00","Normal"
"12:01","9192","6:35","66:08:00","Normal"
"0.54236111111111","9539","7:07","68:03:00","Normal"
"12:39","10555","7:57","69.91","Normal"
"0.54236111111111","11662","8:15","67.61","Normal"
"14:09","12205","0.47986111111111","72:57:00","High"
"0.6375","10510","10:08","72:01:00","High"
"12:39","10937","8:18","69.65","High"
"12:59","10261","0.38125","68:01:00","Normal"
"11:41","11032","7:03","68:41:00","Normal"
"0.525","11285","0.34583333333333","68.63","Normal"
"12:33","10071","8:45","65.76","Normal"
"12:07","9795","7:51","67.86","Normal"
"0.52708333333333","10364","0.33402777777778","68:54:00","Normal"
"0.50972222222222","10135","7:19","68.76","Normal"
"0.50972222222222","8830","0.34930555555556","66.76","Normal"
"12:22","11753","7:54","68.87","Normal"
"12:29","10777","0.35069444444444","65:21:00","Normal"
"12:05","9594","7:39","64.81","Normal"
"11:09","8400","0.30208333333333","68:07:00","Normal"
"11:56","10223","6:05","65:43:00","Normal"
"14:04","15087","10:52","70:54:00","High"
"12:09","13072","0.425","70:09:00","High"
"0.55833333333333","9291","9:14","66:41:00","Normal"
"13:36","13586","0.43125","69:04:00","High"
"13:59","10409","0.38402777777778","69:21:00","High"
"13:06","9813","9:02","67.79","High"
"0.58888888888889","10162","8:26","68:37:00","High"
"0.55972222222222","10336","0.35138888888889","68:04:00","Normal"
"0.56805555555556","8594","8:25","66:05:00","Normal"
"13:27","8209","0.35486111111111","67:56:00","Normal"
"0.55","10381","0.36041666666667","66:51:00","Normal"
"12:56","11177","7:09","63:12:00","Normal"
"0.56180555555556","9243","0.35625","67.78","Normal"
"13:02","9435","7:22","68:12:00","Normal"
"16:01","14030","0.5125","70:04:00","Very-High"
"0.54375","10114","0.35555555555556","70:51:00","Normal"
"12:24","9970","0.35069444444444","67:43:00","Normal"
"12:17","9294","7:21","68:04:00","Normal"
"12:33","9978","0.33888888888889","69:02:00","Normal"
"0.55833333333333","10028","7:59","70.61","Normal"
"0.56319444444444","11154","7:57","69.75","High"
"12:47","8779","8:02","69:05:00","Normal"
"12:35","9292","7:39","69:27:00","Normal"
"0.51944444444444","10797","7:23","69.88","Normal"
"12:29","8059","7:06","68.88","Normal"
"0.55694444444444","10289","8:19","69.85","Normal"
"0.50138888888889","8144","0.29236111111111","68:04:00","Normal"
"12:04","8532","7:13","69.88","Normal"
"0.52638888888889","8652","0.34861111111111","63:27:00","Normal"
"14:53","12255","0.48055555555556","71:28:00","High"
"14:34","12017","0.46111111111111","71:55:00","High"
"0.52361111111111","12959","0.35972222222222","70:05:00","High"
"0.55277777777778","12480","8:23","70.99","High"
"0.51666666666667","13662","8:41","70.94","High"
"11:52","12275","7:21","69.99","Normal"
"0.51111111111111","13070","7:13","71:16:00","High"
"11:36","11910","6:42","67:09:00","Normal"
"11:51","11831","8:15","71:09:00","High"
"0.56875","15883","9:08","73:17:00","High"
"0.55763888888889","14466","0.44375","69:08:00","High"
"12:03","12136","0.35555555555556","70.71","High"
"0.56597222222222","14730","8:36","70:03:00","High"
"0.60347222222222","14821","0.38333333333333","64.81","High"
"12:44","12091","6:51","61.75","Normal"
"0.55208333333333","12065","0.31319444444444","67:06:00","Normal"
"13:15","18146","11:13","73:29:00","Very-High"
"14:09","15838","0.44375","72:02:00","High"
"0.56736111111111","18527","11:06","72.79","Very-High"
"12:56","12623","8:47","68:51:00","High"
"13:32","23851","0.50138888888889","74:03:00","Very-High"
"0.59861111111111","17662","0.50347222222222","74:37:00","Very-High"
"13:24","17285","11:25","74:02:00","Very-High"
"0.55486111111111","20875","10:04","73:54:00","Very-High"
"0.54305555555556","18566","10:07","73:18:00","Very-High"
"12:48","11152","8:37","72.85","High"
"12:47","10683","8:29","71:01:00","High"
"12:22","8973","7:02","70.73","Normal"
"0.52638888888889","8290","0.31736111111111","69.91","Normal"
"0.54722222222222","10502","0.38819444444444","73:04:00","High"
"0.51527777777778","8099","7:51","71:22:00","Normal"
"12:52","8092","7:17","69:21:00","Normal"
"0.59652777777778","9557","0.33958333333333","71:57:00","High"
"12:01","9673","7:38","73:35:00","Normal"
"12:24","10670","0.29930555555556","71.82","Normal"
"12:21","9822","7:09","69.97","Normal"
"0.56666666666667","10406","8:27","72:29:00","High"
"12:24","10090","0.27708333333333","71:37:00","Normal"
"0.50625","11012","0.30902777777778","72:13:00","Normal"
"12:01","11819","0.35555555555556","70:08:00","High"
"12:08","11856","0.33680555555556","71.98","High"
"13:08","11610","0.39166666666667","73:56:00","High"
"0.51805555555556","8684","8:18","72:18:00","Normal"
"12:06","9423","0.33819444444444","71:12:00","Normal"
"13:04","11825","10:32","73:41:00","High"
"13:46","11204","9:58","72:26:00","High"
"14:19","17254","0.46805555555556","74:14:00","Very-High"
"13:11","11930","9:09","72:13:00","High"
"0.61041666666667","16157","11:01","74.89","Very-High"
"0.60486111111111","15696","11","74:31:00","Very-High"
"0.59652777777778","12448","0.48263888888889","73.89","High"
"13:44","10414","9:13","71.93","High"
"13:22","10705","0.37638888888889","70.79","High"
"0.54722222222222","11102","7:53","74:23:00","High"
"12:49","10639","0.31458333333333","73:52:00","Normal"
"0.55694444444444","11703","7:42","73:55:00","High"
"0.52638888888889","10131","7:14","73:02:00","Normal"
"11:45","9547","6:05","74:01:00","Normal"
"13:04","9066","7:53","73:22:00","Normal"
"13:49","10342","0.35486111111111","74:52:00","High"
"0.50972222222222","10871","0.30277777777778","71:06:00","Normal"
"12:53","9387","0.34513888888889","73:56:00","Normal"
"12:43","13079","7:56","75.83","High"
"13:24","12074","8:31","76.68","High"
"0.59861111111111","11557","9:01","77:55:00","High"
"12:48","9426","7:04","76:07:00","Normal"
"0.58819444444444","11569","8:52","77:38:00","High"
"0.54791666666667","12720","7:34","75.62","High"
"12:29","10350","0.30972222222222","74.61","Normal"
"12:19","9795","6:58","74:23:00","Normal"
"12:01","10551","7:15","74:43:00","High"
"12:41","10660","7:19","76:04:00","High"
"13:22","11318","0.37708333333333","76:05:00","High"
"0.55138888888889","10609","7:44","75.74","High"
"13:01","10344","7:55","75:31:00","High"
"0.56527777777778","12116","8:01","75.63","High"
"12:13","9489","7:15","75:48:00","Normal"
"12:08","11597","7:25","74:33:00","High"
"12","9573","0.29375","74:59:00","Normal"
"12:04","10508","0.31111111111111","73:57:00","Normal"
"0.52361111111111","8546","6:41","73:22:00","Normal"
"12:58","9798","0.30972222222222","71:04:00","Normal"
"12:03","10238","6:02","69:04:00","Normal"
"0.59791666666667","12514","10:33","76.75","High"
"14:55","15049","10:54","77:12:00","Very-High"
"15:34","15944","10:41","77:22:00","Very-High"
"15:51","15550","10:52","77:25:00","Very-High"
"0.55763888888889","12680","0.38263888888889","74:28:00","High"
"13:04","13250","8:31","74:34:00","High"
"15:58","14394","9:38","74.92","High"
"14:25","10275","0.37916666666667","75:02:00","High"
"15:15","15636","9:54","73.77","Very-High"
"0.56666666666667","9612","7:13","74:03:00","Normal"
"0.71666666666667","16434","0.46319444444444","74.77","Very-High"
"17:28","19125","11:45","74:56:00","Very-High"
"13:16","11739","7:59","71:18:00","High"
"0.54305555555556","9033","7:28","71.77","Normal"
"0.59166666666667","9883","7:21","72.65","High"
"12:25","9865","7:28","73:59:00","Normal"
"13:15","10891","8:07","73.95","High"
"12:45","10861","7:29","73:39:00","High"
"0.56111111111111","11146","8:01","72:54:00","High"
"13:17","10270","7:27","72:45:00","High"
"11:08","9274","6:22","69.94","Normal"
"13:22","9525","6:18","68.99","Normal"
"0.55416666666667","12264","7:13","70:54:00","High"
"13:27","10665","0.25763888888889","66:55:00","Normal"
"13:14","10097","6:12","68.97","Normal"
"12:34","10972","0.26180555555556","67","Normal"
"12:31","10381","7:11","70:17:00","Normal"
"0.64652777777778","14609","10:25","73.98","Very-High"
"0.54236111111111","12860","8:49","72:43:00","High"
"13","11533","8:53","72:27:00","High"
"0.55902777777778","12200","0.33541666666667","71:44:00","High"
"13:14","11650","7:08","71:22:00","High"
"14","11779","0.35833333333333","72:49:00","High"
"0.54791666666667","11468","0.31805555555556","72:16:00","High"
"12:36","10265","7:09","71:36:00","Normal"
"12:02","10499","0.30625","71:26:00","Normal"
"13:47","11572","0.35347222222222","72:27:00","High"
"0.59166666666667","13295","9:29","72.61","High"
"11:59","8718","0.25416666666667","70:11:00","Normal"
"12:08","8760","4:55","67.96","Normal"
"0.58541666666667","8834","6:04","67:45:00","Normal"
"13:19","9082","5:46","71:22:00","Normal"
"0.65069444444444","12440","0.43888888888889","73.96","High"
"14:31","13851","10:01","73:06:00","High"
"15:41","16666","10:17","73:15:00","Very-High"
"13:57","12280","0.38125","70:19:00","High"
"13:06","13393","9:11","71:04:00","High"
"0.59930555555556","13710","10:24","73:21:00","High"
"14:39","16040","11:13","72.75","Very-High"
"0.63819444444444","17854","10:47","74:13:00","Very-High"
"14:12","12870","9:06","72:54:00","High"
"0.56111111111111","12267","0.38472222222222","69.84","High"
"13:46","8719","0.31666666666667","64:49:00","Normal"
"0.525","8850","6:31","67:04:00","Normal"
"0.55625","12476","8:28","69.79","High"
"12:43","10802","7:33","64:47:00","Normal"
"0.6","14860","0.46180555555556","71:57:00","High"
"13:15","13230","0.42638888888889","66:06:00","High"
"0.55347222222222","13418","0.37986111111111","67.83","High"
"14:43","15988","11:08","72:41:00","Very-High"
"13:27","14146","0.39166666666667","71.99","High"
"0.54375","11902","8:22","72:21:00","High"
"0.56875","14608","0.39375","73:53:00","High"
"0.60902777777778","17628","10:38","74.99","Very-High"
"13:08","14623","0.39861111111111","73:56:00","High"
"0.56805555555556","11484","8:12","71:06:00","High"
"12:33","11369","7:16","70:37:00","Normal"
"12:04","10302","6:31","70:35:00","Normal"
"0.56319444444444","13780","7:08","71.68","High"
"0.61041666666667","19992","11:23","74.68","Very-High"
"13:48","10640","7:27","66:28:00","Normal"
"13:48","11647","6:37","66.64","Normal"
"13:05","10196","6:27","65.99","Normal"
"13:51","9639","0.29791666666667","65.74","Normal"
"0.56736111111111","9336","0.35486111111111","67:31:00","Normal"
"13:31","9027","8:04","66:06:00","Normal"
"13:28","8631","0.34513888888889","66:11:00","Normal"
"0.58402777777778","11766","8:53","67:08:00","High"
"0.54930555555556","9279","0.26666666666667","66.92","Normal"
"15:58","15426","9:45","71:59:00","High"
"0.65208333333333","11334","10:38","70:02:00","High"
"13:15","7769","7:55","66.85","Normal"
"0.56180555555556","7586","6:53","66.98","Normal"
"0.55625","9640","0.30972222222222","64.94","Normal"
"0.6","7698","7:37","64:39:00","Normal"
"12:56","6955","0.3","66:32:00","Normal"
"13:03","6479","7:51","66.86","Normal"
"12:26","7677","7:11","64:35:00","Normal"
"12:11","6958","8:09","61:29:00","Normal"
"12:04","7474","8:21","66.97","Normal"
"12:09","7770","7:07","65:01:00","Normal"
"0.56041666666667","8313","0.29930555555556","67:07:00","Normal"
"0.59513888888889","9315","7:08","65:17:00","Normal"
"0.54791666666667","8961","8:37","67.96","Normal"
"13:14","7276","7:27","66.77","Normal"
"13:17","6720","7:29","64:34:00","Normal"
"0.525","7602","7:19","67:12:00","Normal"
"0.54583333333333","6198","0.275","68:32:00","Normal"
"13:05","6594","6:33","68:43:00","Normal"
"12:47","8469","0.34930555555556","67:03:00","Normal"
"0.50625","5919","0.31041666666667","67.98","Normal"
"13:13","5354","6:33","60:23:00","Low"
"0.55347222222222","5998","0.30972222222222","64.89","Normal"
"16:24","13592","11:47","69:37:00","High"
"12:58","9055","7:31","70:56:00","Normal"
"12:06","9924","6:07","68.83","Normal"
"12:08","9182","6:53","73.67","Normal"
"12:39","7403","7:01","72:07:00","Normal"
"12:33","7913","0.30694444444444","70:09:00","Normal"
"11:56","8410","0.31597222222222","71:35:00","Normal"
"0.51319444444444","9259","7:26","71:01:00","Normal"
"12:02","8823","0.31180555555556","71.62","Normal"
"12:04","7206","7:47","72:44:00","Normal"
"11:57","7640","6:06","71.65","Normal"
"11:15","8465","0.29652777777778","72.88","Normal"
"0.51458333333333","7905","6","68:11:00","Normal"
"0.58611111111111","8773","0.30694444444444","70:43:00","Normal"
"0.65208333333333","14515","10:14","72:08:00","High"
"0.56180555555556","11789","0.34166666666667","71.85","High"
"12:57","11236","8:51","69.69","High"
"0.54930555555556","13175","8:41","70:51:00","High"
"0.54791666666667","11905","8:12","69:08:00","High"
"12:09","11063","7:52","68.69","Normal"
"12:54","11582","0.38263888888889","66.99","High"
"12:48","10010","8:06","71:29:00","High"
"12:11","8738","0.35486111111111","71:49:00","Normal"
"12:47","11278","8:38","69:34:00","High"
"0.52638888888889","9385","0.35625","69:25:00","Normal"
"12:51","10639","0.37916666666667","65:07:00","Normal"
"12:04","10104","8:08","67.98","Normal"
"0.51180555555556","10822","9:03","70:32:00","High"
"0.55694444444444","11333","9:02","68:14:00","High"
"0.50972222222222","10471","7:46","69:47:00","Normal"
"0.64861111111111","14091","11:51","73:19:00","Very-High"
"12:52","12253","8:02","68:49:00","High"
"0.525","11318","0.33611111111111","69:31:00","Normal"
"0.52222222222222","11731","7:42","69:01:00","Normal"
"12:28","12681","7:34","66.97","Normal"
"12:38","9952","7:33","65.88","Normal"
"0.51805555555556","12088","0.34375","70:23:00","High"
"12:01","12835","0.34305555555556","65.82","Normal"
"12:19","12257","0.36041666666667","65.82","Normal"
"0.56111111111111","9772","7:37","63:58:00","Normal"
"12:59","11476","0.3875","70:33:00","High"
"12:36","12025","0.34097222222222","70:08:00","High"
"12:37","11557","7:27","67:59:00","Normal"
"0.60555555555556","14547","0.44027777777778","70.98","High"
"14:08","13949","0.48194444444444","71.87","High"
"0.58958333333333","12359","9:07","74:22:00","High"
"13","10767","8:54","72:52:00","High"
"0.56180555555556","10338","8:34","72.79","High"
"13:58","11152","9:01","72:21:00","High"
"0.55416666666667","11196","9:18","73:03:00","High"
"13:31","12726","9:25","71.94","High"
"12:55","11750","8:16","71:03:00","High"
"12:05","8008","0.35347222222222","71:09:00","Normal"
"14:13","14791","0.46319444444444","74:41:00","Very-High"
"14:07","14613","10:47","74:17:00","Very-High"
"12:09","16843","0.46736111111111","74:18:00","Very-High"
"0.55833333333333","9343","0.39861111111111","72:54:00","High"
"13:29","10121","9:05","71:42:00","High"
"0.56875","9648","0.39791666666667","72:06:00","High"
"12:02","7981","8:53","71:38:00","Normal"
"0.54375","7290","0.34791666666667","71:03:00","Normal"
"0.59236111111111","11509","0.44166666666667","73.92","High"
"0.55069444444444","11115","9:43","71:58:00","High"
"11:41","10470","0.34513888888889","69:22:00","Normal"
"0.60902777777778","12720","9:58","70.98","High"
"12:31","11663","8:04","69.96","High"
"12:27","8638","9:25","70:04:00","Normal"
"12:43","11760","0.39236111111111","69:08:00","High"
"0.54791666666667","11712","0.43958333333333","71:31:00","High"
"11:09","9366","8:12","67:54:00","Normal"
"0.50277777777778","8252","0.38541666666667","70:54:00","Normal"
"12:04","10665","0.39375","70:07:00","High"
"12:28","9229","7:08","64:45:00","Normal"
"11:05","9483","7:59","67.81","Normal"
"14:14","14232","11:26","71:08:00","High"
"12:06","12383","0.43541666666667","71","High"
"14:19","12152","10:48","71.79","High"
"0.55416666666667","11098","10:09","70:33:00","High"
"13:14","9604","0.38541666666667","68:23:00","Normal"
"13:05","7619","8:19","65.71","Normal"
"13:23","9842","8:24","70.61","High"
"13:33","11277","9:11","68.82","High"
"0.58958333333333","9084","9:36","70.85","High"
"12:48","8189","0.35138888888889","66.85","Normal"
"0.55","8156","8:26","65:03:00","Normal"
"13:08","8151","0.38541666666667","68:17:00","Normal"
"12:46","9878","7:47","63.94","Normal"
"12:25","7765","8:38","65:14:00","Normal"
"0.55972222222222","8375","8:53","69:57:00","Normal"
"0.56180555555556","7888","8:51","64.79","Normal"
"12:23","9109","8:07","69:19:00","Normal"
"16:22","15205","11:06","70.68","Very-High"
"13:36","11118","8:26","70:43:00","High"
"12:48","9028","0.33541666666667","68:34:00","Normal"
"0.56319444444444","10480","7:43","67.69","Normal"
"12:03","11592","6:48","70:42:00","Normal"
"0.52569444444444","9078","6:48","66:24:00","Normal"
"12:25","10474","7:18","67:01:00","Normal"
"13:48","9369","0.35902777777778","70:37:00","Normal"
"0.56041666666667","9465","7:48","67:17:00","Normal"
"13:02","10981","7:46","68.98","Normal"
"12:51","11392","7:06","66:49:00","Normal"
"13:57","10911","0.35833333333333","68.91","High"
"12:08","8954","0.31805555555556","66.88","Normal"
"0.55069444444444","9444","0.34305555555556","69:43:00","Normal"
"13:13","12399","6:08","67:17:00","Normal"
"0.56458333333333","12039","0.34930555555556","69:59:00","High"
"13:22","11828","0.35069444444444","69:39:00","High"
"0.58958333333333","10800","0.39513888888889","70.83","High"
"13:32","10085","8:15","70:19:00","High"
"13:58","7253","8:02","73:15:00","Normal"
"12:42","11583","0.34583333333333","68:31:00","Normal"
"0.55694444444444","12802","8:54","70:38:00","High"
"13:37","8083","0.35555555555556","73:35:00","Normal"
"15:56","16989","11:02","72","Very-High"
"14:49","13648","10:03","71:18:00","High"
"15:07","12986","0.46875","70.79","High"
"13:55","9436","0.39652777777778","70.97","High"
"0.59305555555556","7366","7:51","67.92","Normal"
"0.59583333333333","8253","8:35","70:18:00","Normal"
"0.56875","10200","9:14","70:02:00","High"
"12:08","12525","0.38611111111111","70.72","High"
"12:24","9115","0.34305555555556","70:52:00","Normal"
"0.51597222222222","8344","0.34305555555556","68:54:00","Normal"
"13:02","9388","0.34236111111111","70:13:00","Normal"
"12:01","10258","0.35138888888889","70:15:00","Normal"
"0.55208333333333","7534","0.38541666666667","70.75","Normal"
"12:54","9215","0.40069444444444","69:23:00","Normal"
"12:15","7832","7:35","72:33:00","Normal"
"0.51458333333333","6832","9:18","68:25:00","Normal"
"12:02","7526","0.30347222222222","70:16:00","Normal"
"12:07","7264","7:29","67:05:00","Normal"
"0.56527777777778","7293","7:32","67:05:00","Normal"
"16:28","14392","0.52361111111111","73:52:00","Very-High"
"0.63958333333333","10523","10:37","70.95","High"
"13:06","10075","0.33958333333333","67.93","Normal"
"12:43","8874","6:54","68.83","Normal"
"0.56527777777778","9361","7:11","67:45:00","Normal"
"12:36","10316","7:01","63.83","Normal"
"13:45","10147","8:07","68:38:00","Normal"
"12:44","8982","0.30138888888889","65.79","Normal"
"14:32","12298","10:35","72:42:00","High"
"0.54305555555556","9235","0.34236111111111","64.82","Normal"
"13:06","10029","8:52","61:03:00","Normal"
"13:05","8598","7:04","62:18:00","Normal"
"0.50972222222222","7769","7:37","70.75","Normal"
"13:18","9535","0.33958333333333","67:23:00","Normal"
"0.50416666666667","11094","0.35555555555556","65.91","Normal"
"0.52222222222222","8501","7:24","68:06:00","Normal"
"0.60694444444444","8887","0.43125","65.82","Normal"
"12:28","6396","9:55","63:34:00","Normal"
"0.54375","7625","9:05","64.95","Normal"
"14:15","10298","0.41944444444444","66:34:00","High"
"13:02","10400","8:46","66:32:00","Normal"
"12:29","7678","0.38263888888889","62.73","Normal"
"13:42","8704","0.39305555555556","61:48:00","Normal"
"0.55208333333333","9452","8:22","59:16:00","Normal"
"12:26","6888","8:14","62:16:00","Normal"
"0.54722222222222","7627","7:07","66:13:00","Normal"
"16:02","14233","0.52152777777778","70:35:00","Very-High"
"13:09","7506","10:26","65:21:00","Normal"
"0.58541666666667","8308","9","68:18:00","Normal"
"13:08","7660","8:12","66:13:00","Normal"
"0.56527777777778","8258","0.38819444444444","63.65","Normal"
"0.55069444444444","7221","0.38402777777778","63:18:00","Normal"
"0.55347222222222","7298","0.35555555555556","65.75","Normal"
"13:59","7713","8:38","69:47:00","Normal"
"0.55138888888889","8127","8:06","68.64","Normal"
"12:43","6655","7:01","66.99","Normal"
"12:58","6659","7:46","61.95","Normal"
"0.67569444444444","13632","11:58","70.85","Very-High"
"14:02","8608","0.41944444444444","69:22:00","High"
"0.55","8125","7:44","65:09:00","Normal"
"14:09","7608","0.37777777777778","68:41:00","Normal"
"0.52638888888889","8304","8:28","64.64","Normal"
"11:34","8198","0.31041666666667","59.93","Low"
"12:17","9821","0.35763888888889","60:06:00","Normal"
"0.58611111111111","11994","8:16","68:56:00","High"
"0.56111111111111","6252","7:26","66:15:00","Normal"
"13:43","7507","8:02","66:02:00","Normal"
"12:02","7958","7:08","64:07:00","Normal"
"0.50138888888889","5001","5:07","59.96","Low"
"0.56319444444444","5391","0.29652777777778","65:17:00","Low"
"12:33","5511","6:57","67:48:00","Low"
"0.50138888888889","5102","5:08","67:18:00","Low"
"14:22","13815","11:05","70:46:00","High"
"11:05","7336","0.29513888888889","65.65","Normal"
"13:59","10498","8:56","66.93","Normal"
"0.52291666666667","7835","5:03","59:39:00","Low"
"14:19","10375","0.42986111111111","66.93","High"
"11:59","9195","9:07","67.97","Normal"
"0.55","7785","9:19","69:06:00","Normal"
"0.60763888888889","10211","10:22","68:02:00","High"
"10:48","6767","4:38","66:27:00","Low"
"0.31666666666667","5523","0.16736111111111","64.98","Low"
"12:17","12035","0.43819444444444","72:27:00","High"
"11:06","8300","8:55","59.64","Normal"
"10:54","6513","6:03","64.91","Low"
"0.38472222222222","6066","0.22361111111111","57:53:00","Low"
"7:06","5030","4:02","65:08:00","Low"
"6:14","5633","0.12569444444444","64:34:00","Low"
"8:28","5142","0.16875","65:58:00","Low"
"0.51458333333333","6860","8:53","66:26:00","Normal"
"12:41","9136","8","66:06:00","Normal"
"0.55416666666667","7018","9:18","66:24:00","Normal"
"0.55069444444444","5820","8:06","65.81","Normal"
"0.5125","4807","0.25347222222222","57:55:00","Low"
"3:29","4181","0.067361111111111","55:12:00","Low"
"8:35","4569","3:19","66","Low"
"0.37708333333333","4671","2:09","63:44:00","Low"
"0.39097222222222","4860","2:58","65:34:00","Low"
"5:19","5702","0.10833333333333","65.61","Low"
"10:57","5709","0.23055555555556","65:06:00","Low"
"7:36","5593","0.12777777777778","65:51:00","Low"
"9:08","4958","3","65:11:00","Low"
"15","15176","11:55","70:38:00","Very-High"
"0.56597222222222","11299","8:34","71:34:00","High"
"14:27","9186","9:09","69.64","High"
"13:25","6824","9:07","65","Normal"
"14:29","8506","8:05","67:16:00","Normal"
"14:15","7891","8:38","64:02:00","Normal"
"0.60972222222222","7685","0.41944444444444","67.77","Normal"
"13:01","8252","0.35069444444444","68:44:00","Normal"
"14:25","10394","0.42222222222222","68.62","High"
"14:58","9134","9:08","67.72","High"
"14:07","9192","10:14","69:59:00","High"
"14:44","9492","0.38958333333333","66.68","Normal"
"0.63958333333333","8378","9:17","70.92","High"
"0.63055555555556","7919","8:11","68.61","Normal"
"13:56","8093","8:13","64.65","Normal"
"13:49","8529","0.33958333333333","65:12:00","Normal"
"13:57","8032","8:07","69:28:00","Normal"
"14:11","7936","8:26","68.89","Normal"
"0.60833333333333","9262","8:37","66.88","Normal"
"13:44","10626","9:56","68.99","High"
"14:53","9967","0.39305555555556","69.81","High"
"17:26","16234","12:06","71:01:00","Very-High"
"0.5875","10899","0.48402777777778","70:21:00","High"
"15:19","11497","11:06","69:16:00","High"
"15:18","10863","0.47847222222222","71:27:00","High"
"14:02","7039","7:39","63.69","Normal"
"13:14","10391","9:34","68.61","High"
"12:13","6941","0.23194444444444","69:43:00","Normal"
"13:15","9653","8:11","62:24:00","Normal"
"13:01","11209","8:07","64:55:00","Normal"
"0.54583333333333","10067","8:29","66.82","Normal"
"0.5875","11607","0.42013888888889","68:11:00","High"
"13:26","12095","10:34","69:59:00","High"
"12:06","11053","9:04","69:06:00","High"
"12:56","10735","8:47","67.79","Normal"
"0.55208333333333","11311","9:18","70.75","High"
"13:07","10492","9:15","68:41:00","High"
"0.55069444444444","12367","9:55","70.97","High"
"13:32","12132","0.43888888888889","71:31:00","High"
"0.55208333333333","11088","8:52","68:22:00","High"
"12:02","6941","5:02","68:24:00","Normal"
"13:25","7630","9:28","68.69","Normal"
"0.59930555555556","8099","8:48","65:27:00","Normal"
"13:44","8348","9:14","70.87","Normal"
"12:57","10737","8:51","68:08:00","Normal"
"12:52","10385","0.35","66:38:00","Normal"
"12:42","9912","9:06","66.77","Normal"
"13","8772","0.37986111111111","66.69","Normal"
"0.56736111111111","11280","0.38263888888889","68:39:00","High"
"12:08","11730","8:35","69:09:00","High"
"12:58","6041","6:09","68.98","Normal"
"0.54583333333333","5817","6","68:05:00","Normal"
"13:13","11405","0.43819444444444","68:36:00","High"
"12:47","11102","9:24","62:06:00","Normal"
"14:02","12290","11:08","72.93","High"
"0.54722222222222","12434","10:24","70:47:00","High"
"0.63333333333333","14845","11:37","72.64","Very-High"
"13:59","10750","0.46875","71.95","High"
"14:51","10795","0.46041666666667","68.73","High"
"0.59097222222222","7639","8:41","70.67","Normal"
"0.60763888888889","10638","0.38611111111111","69:01:00","High"
"12:39","6211","0.31597222222222","64:49:00","Normal"
"13:03","9089","8:14","70:45:00","Normal"
"13:02","10035","0.35","67.95","Normal"
"12:35","10277","0.34513888888889","65.69","Normal"
"0.60277777777778","10417","8:44","69:38:00","High"
"13:57","10919","7:05","68:23:00","Normal"
"0.60069444444444","9489","0.38125","71.83","High"
"13:27","9500","0.35902777777778","69:47:00","Normal"
"0.55416666666667","8238","0.3375","66.82","Normal"
"0.54791666666667","10199","8:15","67:21:00","Normal"
"12:41","11189","8:25","70.73","High"
